"Venda_ID","Data da Venda","Quantidade","Preço Unitário","Cliente_ID","customer_name","Género","Idade","Cidade","Produto_ID","product_name","Categoria","Cor","Tamanho","Preço","Custo_Aquisição","Loja_ID","store_name","Região","store_city","Tipo"
3480,"2022-08-02 04:25:23",38,729.58,110,Emília Vicente,F,47,Lisboa,663,At,Roupas,Verde,S,90.33,48.76,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3481,"2018-09-21 08:14:51",97,572.73,110,Emília Vicente,F,47,Lisboa,958,Quidem,Calçado,Cinzento,"42",55.82,38.63,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3482,"2021-05-19 06:55:35",30,220.35,846,Martim Leite,M,43,Vila do Bispo,322,Quam,Calçado,Verde,"36",34.59,16.95,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3483,"2023-09-15 10:39:41",62,338.07,343,Margarida de Marques,F,29,Sousel,465,Odit,Calçado,Amarelo,"37",23.28,35.35,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3484,"2023-09-16 18:13:50",35,824.08,943,Paulo Moreira,M,67,Vizela,651,Optio,Calçado,Laranja,"36",82.03,13.68,1,Loja Borges S.A.,Centro,Leiria,Online
3485,"2017-10-28 00:59:32",86,287.76,813,Marcos Pinto,M,51,Sintra,168,Ullam,Roupas,Verde,M,88.07,47.62,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3486,"2016-04-29 11:45:59",18,886.29,290,Isabel Leal,F,36,Alcochete,708,Pariatur,Calçado,Azul,"44",87.28,49.32,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3487,"2021-04-05 08:54:45",26,720.55,967,Valentim da Batista,F,33,Espinho,510,Necessitatibus,Calçado,Azul,"45",22.64,34.17,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3488,"2014-12-12 04:54:21",7,608.86,203,Luísa de Lima,M,49,Funchal,125,Sapiente,Roupas,Vermelho,XL,84.66,45.78,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3489,"2018-05-29 11:23:02",77,796.73,219,Lúcia Ribeiro,F,34,Odemira,219,Ut,Roupas,Cinzento,S,96.53,46.26,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3490,"2015-11-22 03:36:45",47,22.58,797,Rúben Martins,F,62,Beja,373,Aperiam,Calçado,Verde,"43",86.89,37.51,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3491,"2017-06-06 20:39:57",66,86.75,206,Helena Campos,M,48,Batalha,445,Rerum,Calçado,Roxo,"38",32.21,34.72,1,Loja Borges S.A.,Centro,Leiria,Online
3492,"2014-07-29 05:02:54",8,623.32,148,Emma-Carminho Campos,F,21,Celorico de Basto,162,Nihil,Roupas,Vermelho,M,63.65,28.09,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3493,"2015-07-21 13:13:50",14,897.22,224,Carminho Nunes,M,56,Esposende,564,Excepturi,Roupas,Roxo,XS,40.19,38.22,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3494,"2014-08-31 22:04:58",84,237.0,701,Caetana Fonseca,M,66,Batalha,161,Eius,Calçado,Rosa,"45",25.95,11.05,1,Loja Borges S.A.,Centro,Leiria,Online
3495,"2021-12-20 22:10:46",13,355.94,202,Ângela-Raquel Mendes,F,69,Monchique,944,Neque,Calçado,Azul,"36",22.13,19.63,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3496,"2016-03-12 20:09:28",96,608.46,536,Isabela Miranda,F,46,Azambuja,78,Eum,Roupas,Roxo,S,89.64,43.12,1,Loja Borges S.A.,Centro,Leiria,Online
3497,"2022-07-11 06:49:40",9,393.96,689,Santiago Lima,F,69,Odemira,23,Tempore,Calçado,Preto,"42",92.46,22.17,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3498,"2020-01-18 21:19:15",71,521.62,549,Erica-Juliana Alves,F,27,Vila do Corvo,599,Consequuntur,Roupas,Cinzento,XS,55.38,13.46,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3499,"2020-03-18 17:22:00",52,434.35,386,Erika Valente,M,66,Póvoa de Lanhoso,519,Repellat,Roupas,Cinzento,XS,20.87,29.23,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3500,"2017-02-16 12:22:35",59,869.03,793,Álvaro Pinho,M,32,Loures,871,Aspernatur,Calçado,Cinzento,"40",57.35,25.88,1,Loja Borges S.A.,Centro,Leiria,Online
3501,"2024-10-21 10:14:53",60,777.58,605,Ivan Valente,F,24,Castro Marim,512,Modi,Calçado,Cinzento,"45",74.51,26.0,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3502,"2016-05-10 22:09:07",68,892.2,481,Alícia Assunção,F,56,Sines,340,Debitis,Roupas,Amarelo,M,40.68,35.26,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3503,"2014-02-02 01:54:07",47,365.17,678,Ricardo Correia-Macedo,F,44,Funchal,568,Officia,Roupas,Rosa,XXL,54.24,17.53,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3504,"2023-03-09 07:47:23",24,702.56,498,Luna Silva,M,38,Albufeira,992,Magni,Calçado,Laranja,"37",35.29,20.64,1,Loja Borges S.A.,Centro,Leiria,Online
3505,"2014-10-13 04:41:08",13,273.02,126,Bernardo Reis,M,40,Ponte de Sor,740,Impedit,Calçado,Amarelo,"38",55.1,44.35,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3506,"2020-09-29 07:07:11",71,957.78,863,Eduardo Matos,F,67,Alcoutim,837,Sit,Calçado,Preto,"35",87.7,34.51,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3507,"2016-03-21 13:20:55",2,48.16,482,Salomé Vieira,F,65,Praia da Vitória,778,Laborum,Roupas,Laranja,L,24.33,32.78,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3508,"2018-10-15 12:17:06",41,771.34,451,Francisco Costa,F,51,São Brás de Alportel,111,Quaerat,Roupas,Cinzento,XXL,25.85,42.11,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3509,"2017-05-19 14:32:05",63,231.21,685,Letícia Batista,M,29,Arcos de Valdevez,580,Ipsa,Roupas,Vermelho,XL,55.52,36.83,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3510,"2015-02-27 10:23:56",93,737.8,242,Fernando Mendes-Moura,M,60,Sines,999,Quod,Calçado,Verde,"39",62.45,42.1,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3511,"2017-11-04 04:21:33",1,991.36,598,Rui Assunção,M,44,Oliveira do Hospital,24,Ipsa,Calçado,Cinzento,"43",53.33,41.47,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3512,"2015-04-29 04:09:36",22,951.29,463,Lúcia Vicente,F,49,Lagos,87,Labore,Calçado,Amarelo,"44",42.83,25.98,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3513,"2014-12-04 17:19:21",21,856.49,284,Letícia Assunção,M,30,Redondo,766,Reiciendis,Calçado,Cinzento,"41",70.98,48.65,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3514,"2020-03-17 10:57:19",21,972.42,270,Afonso Ramos,M,38,Loures,655,Quaerat,Roupas,Laranja,XS,27.36,20.63,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3515,"2014-02-13 23:30:53",67,9.73,330,Vicente Andrade,F,19,Moura,788,Numquam,Calçado,Cinzento,"45",49.98,20.04,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3516,"2017-09-02 12:09:48",50,349.42,752,Kévim do Reis,M,50,Estarreja,1,Qui,Roupas,Verde,XS,71.3,17.39,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3517,"2021-04-19 18:08:36",68,850.76,736,Isaac Vieira,M,37,Vila do Corvo,133,Veritatis,Roupas,Azul,M,93.9,43.46,1,Loja Borges S.A.,Centro,Leiria,Online
3518,"2015-05-23 11:16:47",71,141.7,61,Larissa Lourenço,F,40,Almeida,40,Corrupti,Calçado,Rosa,"45",61.86,41.64,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3519,"2017-09-13 08:52:32",6,258.97,924,Enzo Tavares,M,58,Sever do Vouga,373,Aperiam,Calçado,Verde,"43",86.89,37.51,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3520,"2019-08-17 19:33:19",10,775.58,633,Sandro do Andrade,M,40,Monchique,159,Consectetur,Calçado,Roxo,"39",36.17,28.25,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3521,"2017-04-09 07:38:45",13,226.69,101,Samuel Marques-Campos,F,27,Vila Franca do Campo,813,Ex,Roupas,Rosa,XL,94.17,35.66,1,Loja Borges S.A.,Centro,Leiria,Online
3522,"2014-04-21 12:35:24",39,482.03,676,Wilson Rocha,M,43,Moura,826,Perspiciatis,Calçado,Vermelho,"44",20.57,15.92,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3523,"2022-12-30 13:45:39",96,453.83,619,Filipa Assunção,F,61,Ponta Delgada,657,Inventore,Roupas,Preto,XS,61.08,10.86,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3524,"2016-07-18 23:15:59",92,625.25,597,Isaac do Sousa,M,42,Vieira do Minho,578,Consequuntur,Calçado,Roxo,"45",87.3,25.44,1,Loja Borges S.A.,Centro,Leiria,Online
3525,"2024-04-02 19:43:50",36,93.41,660,Dinis Matias,F,43,Funchal,87,Labore,Calçado,Amarelo,"44",42.83,25.98,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3526,"2022-09-08 13:54:18",67,961.13,112,Noa Cardoso,F,25,Vila Real de Santo António,389,Suscipit,Roupas,Branco,L,91.15,17.65,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3527,"2019-07-06 12:13:57",47,697.35,177,Cristiano Cruz,M,40,Praia da Vitória,639,Cum,Calçado,Verde,"41",97.32,10.07,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3528,"2021-11-07 10:52:36",38,496.42,214,Mário Ribeiro,M,48,Santa Cruz das Flores,24,Ipsa,Calçado,Cinzento,"43",53.33,41.47,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3529,"2018-05-11 18:56:06",91,94.16,16,Joel Carvalho,F,49,Santa Cruz das Flores,859,Explicabo,Roupas,Cinzento,XXL,55.73,29.8,1,Loja Borges S.A.,Centro,Leiria,Online
3530,"2015-09-30 04:17:18",64,175.65,610,Érica Matos,F,51,Évora,343,Nihil,Roupas,Cinzento,XS,74.19,22.79,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3531,"2016-05-16 21:44:42",66,770.08,945,Xavier Moreira,F,51,Lagos,375,In,Calçado,Preto,"40",77.57,17.9,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3532,"2018-08-30 11:05:09",84,885.78,12,Irina Domingues,F,36,Portel,328,Ab,Roupas,Laranja,S,39.27,14.95,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3533,"2017-07-19 10:24:29",15,976.06,583,Laura Jesus,F,64,Vila Viçosa,770,Hic,Calçado,Rosa,"42",78.12,24.03,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3534,"2022-12-05 01:28:45",29,144.15,27,Fábio Morais,F,61,Tábua,115,Eius,Calçado,Branco,"41",23.79,41.32,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3535,"2019-10-26 17:40:13",42,335.67,578,Madalena Azevedo,M,37,Oliveira do Bairro,752,Quia,Calçado,Amarelo,"44",99.42,49.04,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3536,"2015-11-02 13:13:53",21,347.12,170,Kévim Campos,M,62,Barreiro,767,Dolorum,Calçado,Vermelho,"44",46.94,15.36,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3537,"2020-10-21 18:42:18",79,518.01,247,Gonçalo Fonseca-Fonseca,F,43,Santa Cruz das Flores,451,Aperiam,Calçado,Cinzento,"39",71.74,32.06,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3538,"2022-11-13 08:05:47",34,819.02,648,Marco Costa,F,64,Espinho,586,Hic,Calçado,Laranja,"36",57.08,29.71,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3539,"2017-04-06 12:03:30",77,747.45,94,Jaime Magalhães,M,67,Setúbal,871,Aspernatur,Calçado,Cinzento,"40",57.35,25.88,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3540,"2016-07-03 06:35:24",13,470.07,992,Samuel Matias-Leal,F,26,Castro Marim,546,Repudiandae,Calçado,Preto,"35",72.84,47.96,1,Loja Borges S.A.,Centro,Leiria,Online
3541,"2018-07-08 22:09:06",55,536.37,350,Eva Figueiredo,M,46,Redondo,575,A,Roupas,Preto,L,52.25,41.0,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3542,"2019-10-17 22:57:02",7,163.32,102,Lourenço Esteves,F,27,Ovar,453,Itaque,Calçado,Roxo,"37",83.64,39.23,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3543,"2014-02-13 21:28:57",36,182.17,492,Luísa Torres-Matos,M,47,Montalegre,173,Iste,Calçado,Laranja,"36",43.25,16.43,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3544,"2019-06-07 10:18:43",95,411.14,280,Beatriz Reis,F,59,Castro Daire,455,Quae,Roupas,Vermelho,XS,82.32,19.39,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3545,"2018-09-15 06:53:02",17,254.48,955,Mara do Alves,F,48,Cuba,575,A,Roupas,Preto,L,52.25,41.0,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3546,"2020-06-19 05:38:12",38,724.72,978,Flor da Brito,F,26,Ansião,328,Ab,Roupas,Laranja,S,39.27,14.95,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3547,"2021-12-20 07:32:44",49,474.35,894,Lorena Baptista,M,66,Odivelas,800,Nemo,Calçado,Branco,"43",25.12,22.6,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3548,"2023-07-11 19:10:20",30,793.07,158,Denis Freitas,F,37,Oliveira de Azeméis,96,Quo,Calçado,Preto,"39",64.42,33.94,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3549,"2018-08-05 20:51:15",91,748.34,44,Igor Moreira-Marques,M,33,Ponta Delgada,434,Eveniet,Roupas,Azul,XXL,49.68,27.3,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3550,"2021-09-16 13:58:38",77,955.88,979,Luna Garcia,M,63,Vila do Porto,24,Ipsa,Calçado,Cinzento,"43",53.33,41.47,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3551,"2022-07-15 21:52:47",97,531.17,325,Tiago Matos,M,29,Setúbal,707,Tenetur,Roupas,Roxo,XL,68.61,16.04,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3552,"2018-08-17 14:53:23",37,464.77,194,Patrícia Faria,M,57,Viana do Alentejo,782,Provident,Roupas,Branco,S,32.59,31.37,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3553,"2021-04-19 03:23:49",62,355.74,200,Benedita Amaral,F,24,Seia,624,Occaecati,Roupas,Vermelho,XS,96.35,42.91,1,Loja Borges S.A.,Centro,Leiria,Online
3554,"2024-04-05 00:29:01",53,690.98,882,Raquel Alves,F,64,Vieira do Minho,671,Neque,Calçado,Roxo,"45",86.16,40.7,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3555,"2018-02-12 14:47:46",25,765.4,472,Leonor Pinho,M,39,Ponta Delgada,461,Possimus,Calçado,Verde,"38",98.97,24.4,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3556,"2014-01-06 09:28:07",72,644.51,734,César Mendes,M,46,Figueiró dos Vinhos,731,Modi,Roupas,Preto,L,29.17,13.06,1,Loja Borges S.A.,Centro,Leiria,Online
3557,"2019-01-08 03:37:11",61,345.97,238,Ema Miranda,F,60,Ponta Delgada,58,Fuga,Roupas,Vermelho,XS,84.69,20.81,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3558,"2017-03-11 04:19:50",46,355.95,494,Kelly Leal,M,68,Vila do Bispo,592,Quas,Calçado,Vermelho,"41",97.53,16.94,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3559,"2022-10-05 13:38:33",32,807.3,304,Ivo Gonçalves,M,44,Sines,816,Cum,Roupas,Rosa,L,46.28,24.47,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3560,"2019-02-22 18:27:17",16,97.51,946,Marco Torres,M,69,Ponta Delgada,422,Repudiandae,Calçado,Preto,"45",78.49,47.54,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3561,"2015-05-14 20:59:30",10,739.05,377,Iara Barros,M,41,Idanha-a-Nova,637,Ad,Calçado,Rosa,"44",24.97,49.79,1,Loja Borges S.A.,Centro,Leiria,Online
3562,"2018-07-15 11:05:40",61,12.88,472,Leonor Pinho,M,39,Ponta Delgada,431,Nemo,Roupas,Rosa,M,36.05,30.07,1,Loja Borges S.A.,Centro,Leiria,Online
3563,"2024-03-24 04:08:00",90,753.3,837,Inês Guerreiro,F,60,Moimenta da Beira,611,Inventore,Roupas,Roxo,S,40.11,46.11,1,Loja Borges S.A.,Centro,Leiria,Online
3564,"2019-06-01 01:02:23",39,391.7,476,Bruna da Andrade,M,59,Sobral de Monte Agraço,62,Laudantium,Roupas,Preto,XL,65.97,46.61,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3565,"2018-05-22 05:26:50",70,238.22,778,Laura do Vaz,M,44,Faro,504,Sunt,Roupas,Rosa,XL,51.45,21.07,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3566,"2019-08-02 07:20:44",66,407.94,973,Wilson Valente,M,51,Santa Cruz das Flores,875,Nam,Roupas,Vermelho,XL,64.5,26.64,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3567,"2016-11-19 15:25:08",49,740.9,305,Sara Araújo,M,38,Tavira,992,Magni,Calçado,Laranja,"37",35.29,20.64,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3568,"2014-02-15 21:00:06",1,468.02,452,Mafalda Silva,M,30,Caminha,929,Consectetur,Roupas,Rosa,M,84.31,38.75,1,Loja Borges S.A.,Centro,Leiria,Online
3569,"2023-08-02 01:29:08",30,636.42,871,Fernando Carneiro,F,28,Castelo de Paiva,777,Corrupti,Calçado,Branco,"40",85.86,17.05,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3570,"2014-01-21 00:54:38",24,849.16,591,Lara Vicente,F,70,São Brás de Alportel,77,Aliquam,Roupas,Cinzento,M,57.05,28.77,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3571,"2014-12-15 23:40:23",24,793.71,107,Luís Garcia,F,31,Alcobaça,627,Quia,Roupas,Roxo,S,64.19,32.76,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3572,"2019-01-05 22:09:03",72,886.19,544,Gustavo Lopes,M,24,Arcos de Valdevez,48,Voluptatibus,Roupas,Preto,XS,84.77,32.99,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3573,"2024-04-19 09:27:33",49,867.41,107,Luís Garcia,F,31,Alcobaça,895,Deleniti,Calçado,Rosa,"40",49.21,36.3,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3574,"2018-04-15 01:48:07",42,958.17,690,Bianca Moreira,M,38,Portel,246,Dolores,Calçado,Preto,"38",67.3,25.07,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3575,"2024-05-02 03:29:05",95,649.77,182,Andreia Nascimento,M,24,Vizela,937,Dolores,Roupas,Laranja,L,57.02,37.31,1,Loja Borges S.A.,Centro,Leiria,Online
3576,"2014-01-14 05:25:33",88,591.77,570,Lisandro Melo,F,35,Bombarral,727,Nisi,Roupas,Branco,XL,53.7,31.08,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3577,"2017-04-24 12:34:39",8,86.85,757,Joaquim Sousa,M,20,Vila Real de Santo António,192,Adipisci,Calçado,Laranja,"45",79.51,48.18,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3578,"2020-05-01 19:19:12",34,502.12,955,Mara do Alves,F,48,Cuba,480,Tempora,Calçado,Laranja,"37",92.52,12.54,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3579,"2022-09-28 01:35:50",64,477.83,125,Joel do Gaspar,F,35,Ponta Delgada,354,Velit,Calçado,Verde,"41",82.59,21.94,1,Loja Borges S.A.,Centro,Leiria,Online
3580,"2017-08-19 21:30:26",24,862.31,92,Débora Silva,M,65,Faro,597,Consequuntur,Calçado,Roxo,"45",53.12,17.3,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3581,"2023-04-19 06:07:17",25,962.0,835,Mário Gomes,M,38,Lisboa,292,Tenetur,Roupas,Rosa,XL,77.23,16.02,1,Loja Borges S.A.,Centro,Leiria,Online
3582,"2016-05-22 19:07:33",61,905.62,936,Núria Neves,F,30,Santa Cruz da Graciosa,98,Et,Calçado,Roxo,"36",88.45,14.66,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3583,"2024-01-27 00:50:54",1,751.71,292,Lúcia Freitas,F,62,Azambuja,892,Molestias,Calçado,Verde,"40",37.22,20.27,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3584,"2023-07-19 20:14:18",47,803.42,223,Mário Azevedo,M,66,Penalva do Castelo,629,Atque,Calçado,Branco,"40",71.63,47.32,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3585,"2020-01-28 21:35:18",29,264.15,557,Rafaela Oliveira,F,27,Braga,414,Aperiam,Calçado,Amarelo,"37",58.94,26.4,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3586,"2015-05-14 23:42:09",15,745.07,417,Constança Batista-Esteves,F,68,Torres Vedras,215,Tempora,Calçado,Laranja,"36",21.78,48.66,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3587,"2017-10-08 10:09:56",59,934.15,386,Erika Valente,M,66,Póvoa de Lanhoso,540,Nulla,Calçado,Preto,"41",55.37,44.16,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3588,"2018-12-26 20:06:05",53,964.75,450,Marco Neto,M,52,Mafra,547,Cumque,Calçado,Azul,"38",41.69,10.76,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3589,"2017-06-17 01:39:22",45,186.75,386,Erika Valente,M,66,Póvoa de Lanhoso,951,Repellat,Calçado,Vermelho,"42",68.69,36.31,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3590,"2024-01-20 11:12:26",62,412.11,481,Alícia Assunção,F,56,Sines,519,Repellat,Roupas,Cinzento,XS,20.87,29.23,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3591,"2014-11-20 20:30:30",68,338.1,713,Gustavo Domingues,M,55,Santa Cruz da Graciosa,946,Officia,Roupas,Branco,M,41.88,43.98,1,Loja Borges S.A.,Centro,Leiria,Online
3592,"2015-03-28 18:23:43",19,882.27,476,Bruna da Andrade,M,59,Sobral de Monte Agraço,288,Pariatur,Calçado,Amarelo,"37",62.27,16.47,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3593,"2015-07-12 17:55:29",48,375.55,338,Lourenço Castro,F,25,Mondim de Basto,894,Molestias,Roupas,Cinzento,XS,46.26,21.91,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3594,"2021-08-21 05:09:18",45,68.68,236,Diego Pinto,F,22,Sines,54,Consequatur,Calçado,Vermelho,"36",79.71,21.38,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3595,"2017-01-27 04:31:07",9,598.93,748,Bárbara Machado,F,68,Trofa,889,Natus,Calçado,Preto,"40",61.29,48.58,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3596,"2020-10-11 11:50:30",99,857.94,51,Bruna Cruz,M,18,Portimão,407,Magni,Calçado,Azul,"35",48.64,12.95,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3597,"2020-05-18 21:30:07",70,975.59,50,Kévim Vaz,F,60,Velas,58,Fuga,Roupas,Vermelho,XS,84.69,20.81,1,Loja Borges S.A.,Centro,Leiria,Online
3598,"2023-12-01 19:05:47",3,425.21,50,Kévim Vaz,F,60,Velas,452,Optio,Calçado,Cinzento,"36",61.04,29.98,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3599,"2020-09-26 11:41:08",78,98.02,154,Bruno Lourenço,F,21,Moita,817,Fugit,Roupas,Cinzento,XS,65.53,18.12,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3600,"2015-07-11 13:56:08",45,740.53,519,Renata Freitas,M,25,Mira,243,Exercitationem,Calçado,Roxo,"36",41.34,31.81,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3601,"2019-02-16 08:57:35",86,168.17,269,Daniel Simões-Coelho,M,54,Azambuja,198,Id,Roupas,Laranja,M,99.92,43.18,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3602,"2019-02-25 19:48:47",19,729.63,327,Afonso Correia-Barbosa,M,19,Praia da Vitória,528,Enim,Calçado,Roxo,"42",93.98,34.7,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3603,"2015-03-26 08:28:07",39,569.04,567,Vera Pinto-Oliveira,F,55,Peniche,679,Unde,Roupas,Branco,XS,25.36,41.87,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3604,"2020-06-21 00:57:14",17,908.24,583,Laura Jesus,F,64,Vila Viçosa,542,Harum,Roupas,Rosa,S,50.08,49.86,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3605,"2017-09-07 11:23:46",17,819.2,888,Artur Coelho,M,27,S. Pedro do Sul,547,Cumque,Calçado,Azul,"38",41.69,10.76,1,Loja Borges S.A.,Centro,Leiria,Online
3606,"2017-03-23 15:02:23",72,712.31,526,Luana Nogueira,F,58,Portel,785,Corporis,Calçado,Roxo,"45",27.98,22.84,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3607,"2024-01-11 20:09:26",5,606.84,615,Laura Correia,F,43,Castro Verde,216,Deleniti,Calçado,Rosa,"40",43.96,34.4,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3608,"2018-07-23 23:53:06",15,572.2,438,Benedita Lima,F,25,Porto de Mós,455,Quae,Roupas,Vermelho,XS,82.32,19.39,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3609,"2015-12-26 07:23:49",12,85.44,291,Júlia Pacheco,F,49,Sabugal,650,Adipisci,Calçado,Roxo,"36",38.02,10.47,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3610,"2016-08-10 18:52:17",57,26.32,600,Artur Lima,F,37,Braga,576,Dolorem,Calçado,Azul,"37",95.15,21.31,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3611,"2014-07-23 12:51:42",25,345.55,354,Sebastião Garcia,F,37,Ansião,65,Culpa,Calçado,Amarelo,"35",61.74,26.14,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3612,"2022-09-05 18:24:53",3,372.55,652,Fabiana Mendes,F,51,Oliveira do Hospital,673,Voluptatum,Roupas,Preto,S,39.39,27.49,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
